Order_ID,Order_Date,Total,Subtotal,Discount,P_Service,Payment_Method,Purchase_Status,UF,Region,Category,D_Forecast,D_Date,Services,Quantity,delivery_lead_time,delivery_delay_days,is_late,is_confirmed,freight_share,discount_abs,avg_item_price,order_year,order_month,order_month_name,order_quarter,order_dayofweek,order_dayname
453,2025-04-26 06:40:23,64.76,35.8,0.1127,32.99,PIX,Confirmado,PR,Sul,Eletrônicos,2025-04-18 21:06:51,2025-04-22 21:06:51,Scheduled,2,-4.0,4.0,1.0,1,0.5094193946880791,4.03466,17.9,2025,4,April,2,5,Saturday
454,2025-03-25 08:48:46,272.57,259.72,0.1157,42.9,PIX,Processando,SC,Sul,Eletrônicos,2025-04-18 22:36:37,2025-04-22 22:36:37,Same-Day,2,28.0,4.0,1.0,0,0.15739076200609017,30.049604000000002,129.86,2025,3,March,1,1,Tuesday
455,2025-04-12 20:15:25,89.14,71.6,0.0749,22.9,Credito,Processando,RS,Sul,Eletrônicos,2025-04-18 20:14:14,2025-04-23 20:14:14,Standard,4,10.0,5.0,1.0,0,0.25689925959165355,5.362839999999999,17.9,2025,4,April,2,5,Saturday
456,2025-02-17 09:27:01,5664.93,5937.3,0.0531,42.9,PIX,Cancelado,PR,Sul,Eletrônicos,2025-04-30 06:16:06,2025-05-03 06:16:06,Same-Day,3,,,,0,0.007572909109203467,315.27063000000004,1979.1000000000001,2025,2,February,1,0,Monday
457,2025-04-07 07:58:19,7961.78,9208.0,0.14,42.9,PIX,Em Analise,SE,Nordeste,Eletrônicos,2025-05-10 08:09:34,2025-05-15 08:09:34,Same-Day,2,38.0,5.0,1.0,0,0.005388242327720685,1289.1200000000001,4604.0,2025,4,April,2,0,Monday
458,2025-03-30 11:20:26,156.89,124.91,0.0081,32.99,Boleto,Em Analise,PA,Norte,Eletrônicos,2025-05-08 14:10:31,2025-05-13 14:10:31,Scheduled,1,44.0,5.0,1.0,0,0.21027471476830903,1.011771,124.91,2025,3,March,1,6,Sunday
459,2025-03-14 00:11:01,7778.01,7916.4,0.0229,42.9,Debito,Em Analise,RN,Nordeste,Eletrônicos,2025-04-16 15:40:08,2025-04-21 15:40:08,Same-Day,4,38.0,5.0,1.0,0,0.005515549607161729,181.28556,1979.1,2025,3,March,1,4,Friday
460,2025-04-11 18:06:13,5100.46,5397.03,0.0629,42.9,Debito,Processando,SC,Sul,Eletrônicos,2025-04-30 12:47:32,2025-05-01 12:47:32,Same-Day,3,19.0,1.0,1.0,0,0.008411006066119527,339.473187,1799.01,2025,4,April,2,4,Friday
461,2025-04-04 00:59:25,1590.91,1715.96,0.0921,32.99,PIX,Confirmado,RS,Sul,Eletrônicos,2025-04-29 03:51:18,2025-04-30 03:51:18,Scheduled,4,26.0,1.0,1.0,1,0.02073655957910881,158.039916,428.99,2025,4,April,2,4,Friday
462,2025-03-24 09:39:10,412.01,389.58,0.0012,22.9,Debito,Processando,PI,Nordeste,Eletrônicos,2025-04-14 19:14:59,2025-04-19 19:14:59,Standard,3,26.0,5.0,1.0,0,0.055581175214193826,0.46749599999999997,129.85999999999999,2025,3,March,1,0,Monday
463,2025-04-24 13:11:38,177.24,161.7,0.1079,32.99,Debito,Em Analise,RO,Norte,Eletrônicos,2025-04-21 06:44:21,2025-04-24 06:44:21,Scheduled,3,-1.0,3.0,1.0,0,0.1861317986910404,17.447429999999997,53.9,2025,4,April,2,3,Thursday
465,2025-03-23 21:38:07,66.19,35.8,0.0727,32.99,PIX,Em Analise,PB,Nordeste,Eletrônicos,2025-05-02 07:53:36,2025-05-04 07:53:36,Scheduled,2,41.0,2.0,1.0,0,0.49841365765221335,2.6026599999999998,17.9,2025,3,March,1,6,Sunday
466,2025-04-03 02:20:26,229.83,199.6,0.0635,42.9,Credito,Processando,PE,Nordeste,Eletrônicos,2025-05-12 18:39:19,2025-05-13 18:39:19,Same-Day,4,40.0,1.0,1.0,0,0.18665970499934734,12.6746,49.9,2025,4,April,2,3,Thursday
467,2025-03-01 08:05:12,92.6,53.9,0.0779,42.9,Debito,Em Analise,MA,Nordeste,Eletrônicos,2025-05-05 23:12:26,2025-05-09 23:12:26,Same-Day,1,69.0,4.0,1.0,0,0.4632829373650108,4.19881,53.9,2025,3,March,1,5,Saturday
468,2025-03-12 17:51:10,1788.28,1799.01,0.0243,32.99,Credito,Cancelado,SE,Nordeste,Eletrônicos,2025-04-21 19:35:50,2025-04-22 19:35:50,Scheduled,1,,,,0,0.018447894065806252,43.715942999999996,1799.01,2025,3,March,1,2,Wednesday
469,2025-03-09 18:12:13,3023.18,3049.99,0.0163,22.9,PIX,Confirmado,SC,Sul,Eletrônicos,2025-05-01 09:33:12,2025-05-02 09:33:12,Standard,1,53.0,1.0,1.0,1,0.007574805337426154,49.71483699999999,3049.99,2025,3,March,1,6,Sunday
470,2025-02-25 22:12:17,500.86,499.64,0.0434,22.9,Credito,Cancelado,RJ,Sudeste,Eletrônicos,2025-04-15 14:55:08,2025-04-17 14:55:08,Standard,4,,,,0,0.04572135926206924,21.684376,124.91,2025,2,February,1,1,Tuesday
471,2025-05-11 01:15:36,225.65,215.6,0.1064,32.99,Credito,Em Analise,PR,Sul,Eletrônicos,2025-04-23 12:39:54,2025-04-27 12:39:54,Scheduled,4,-14.0,4.0,1.0,0,0.1461998670507423,22.939839999999997,53.9,2025,5,May,2,6,Sunday
472,2025-04-14 15:29:08,8428.84,9208.0,0.0882,32.99,Debito,Confirmado,SC,Sul,Eletrônicos,2025-05-02 21:31:16,2025-05-07 21:31:16,Scheduled,2,23.0,5.0,1.0,1,0.00391394308113572,812.1456000000001,4604.0,2025,4,April,2,0,Monday
473,2025-02-24 03:34:02,5112.29,5484.26,0.072,22.9,Debito,Em Analise,ES,Sudeste,Eletrônicos,2025-04-26 03:06:32,2025-04-27 03:06:32,Standard,2,61.0,1.0,1.0,0,0.004479401598892082,394.86672,2742.13,2025,2,February,1,0,Monday
474,2025-03-22 15:59:02,2625.91,2847.0,0.0857,22.9,Debito,Cancelado,AM,Norte,Eletrônicos,2025-05-06 21:16:34,2025-05-06 21:16:34,Standard,3,,,,0,0.00872078631788599,243.9879,949.0,2025,3,March,1,5,Saturday
475,2025-03-02 05:35:11,3510.51,3796.0,0.0839,32.99,PIX,Cancelado,PR,Sul,Eletrônicos,2025-05-01 04:40:42,2025-05-06 04:40:42,Scheduled,4,,,,0,0.009397494950876084,318.4844,949.0,2025,3,March,1,6,Sunday
477,2025-04-12 15:19:04,129.13,107.8,0.0146,22.9,PIX,Processando,RO,Norte,Eletrônicos,2025-04-25 22:19:29,2025-04-25 22:19:29,Standard,2,13.0,0.0,0.0,0,0.17734066444668165,1.57388,53.9,2025,4,April,2,5,Saturday
478,2025-04-11 13:25:59,184.37,174.9,0.1345,32.99,PIX,Processando,RS,Sul,Eletrônicos,2025-04-29 03:58:57,2025-05-03 03:58:57,Scheduled,1,21.0,4.0,1.0,0,0.17893366599772198,23.524050000000003,174.9,2025,4,April,2,4,Friday
479,2025-03-15 10:33:31,1194.04,1286.97,0.09,22.9,Debito,Em Analise,PA,Norte,Eletrônicos,2025-04-27 02:43:55,2025-04-30 02:43:55,Standard,3,45.0,3.0,1.0,0,0.01917858698201065,115.8273,428.99,2025,3,March,1,5,Saturday
480,2025-05-14 13:28:53,235.93,215.6,0.1047,42.9,Credito,Em Analise,PI,Nordeste,Eletrônicos,2025-04-15 12:29:40,2025-04-20 12:29:40,Same-Day,4,-25.0,5.0,1.0,0,0.18183359471029542,22.57332,53.9,2025,5,May,2,2,Wednesday
481,2025-03-10 02:27:00,341.86,331.98,0.0696,32.99,Credito,Confirmado,SC,Sul,Eletrônicos,2025-04-18 06:10:38,2025-04-23 06:10:38,Scheduled,2,44.0,5.0,1.0,1,0.09650149183876441,23.105808,165.99,2025,3,March,1,0,Monday
482,2025-05-15 08:02:58,705.42,769.9,0.1135,22.9,Boleto,Em Analise,PA,Norte,Eletrônicos,2025-05-09 05:51:38,2025-05-09 05:51:38,Standard,1,-7.0,0.0,0.0,0,0.03246292988574183,87.38365,769.9,2025,5,May,2,3,Thursday
483,2025-04-29 08:44:48,279.84,259.72,0.0877,42.9,Credito,Confirmado,ES,Sudeste,Eletrônicos,2025-05-11 01:21:31,2025-05-16 01:21:31,Same-Day,2,16.0,5.0,1.0,1,0.15330188679245285,22.777444000000003,129.86,2025,4,April,2,1,Tuesday
484,2025-05-05 18:28:22,68.5,35.8,0.0081,32.99,Credito,Processando,BA,Nordeste,Eletrônicos,2025-04-24 10:56:39,2025-04-24 10:56:39,Scheduled,2,-12.0,0.0,0.0,0,0.48160583941605845,0.28997999999999996,17.9,2025,5,May,2,0,Monday
485,2025-05-03 12:56:15,7171.07,8226.39,0.1335,42.9,Debito,Em Analise,RS,Sul,Eletrônicos,2025-05-17 07:12:13,2025-05-17 07:12:13,Same-Day,3,13.0,0.0,0.0,0,0.0059823708316889945,1098.223065,2742.1299999999997,2025,5,May,2,5,Saturday
486,2025-04-19 13:44:38,5698.36,5937.3,0.0458,32.99,Boleto,Confirmado,PI,Nordeste,Eletrônicos,2025-04-22 12:29:40,2025-04-26 12:29:40,Scheduled,3,6.0,4.0,1.0,1,0.005789385016039704,271.92834,1979.1000000000001,2025,4,April,2,5,Saturday
487,2025-04-19 14:47:08,2684.07,2697.0,0.0207,42.9,Credito,Confirmado,SP,Sudeste,Eletrônicos,2025-05-11 17:33:19,2025-05-16 17:33:19,Same-Day,3,27.0,5.0,1.0,1,0.015983189708167072,55.8279,899.0,2025,4,April,2,5,Saturday
488,2025-03-01 22:37:41,2162.5,2158.0,0.0132,32.99,Credito,Confirmado,ES,Sudeste,Eletrônicos,2025-04-21 03:28:49,2025-04-22 03:28:49,Scheduled,2,51.0,1.0,1.0,1,0.01525549132947977,28.4856,1079.0,2025,3,March,1,5,Saturday
489,2025-03-09 21:27:26,1553.36,1715.96,0.1081,22.9,Boleto,Processando,AM,Norte,Eletrônicos,2025-05-03 04:34:41,2025-05-04 04:34:41,Standard,4,55.0,1.0,1.0,0,0.014742236184786527,185.49527600000002,428.99,2025,3,March,1,6,Sunday
490,2025-04-03 09:30:22,1237.75,1347.0,0.1056,32.99,Credito,Confirmado,RS,Sul,Eletrônicos,2025-05-02 19:21:12,2025-05-05 19:21:12,Scheduled,3,32.0,3.0,1.0,1,0.02665320137345991,142.2432,449.0,2025,4,April,2,3,Thursday
491,2025-03-30 18:28:14,6473.45,7196.04,0.105,32.99,Credito,Processando,PI,Nordeste,Eletrônicos,2025-04-17 11:15:21,2025-04-21 11:15:21,Scheduled,4,21.0,4.0,1.0,0,0.005096200634901019,755.5842,1799.01,2025,3,March,1,6,Sunday
492,2025-05-05 21:34:28,4763.71,5484.26,0.1374,32.99,Debito,Confirmado,PI,Nordeste,Eletrônicos,2025-05-06 12:02:28,2025-05-10 12:02:28,Scheduled,2,4.0,4.0,1.0,1,0.006925274628388378,753.537324,2742.13,2025,5,May,2,0,Monday
493,2025-02-17 23:21:03,412.1,389.58,0.0523,42.9,Boleto,Confirmado,PR,Sul,Eletrônicos,2025-04-22 03:19:26,2025-04-22 03:19:26,Same-Day,3,63.0,0.0,0.0,1,0.10410094637223974,20.375034,129.85999999999999,2025,2,February,1,0,Monday
494,2025-03-05 17:36:15,92.08,53.7,0.0842,42.9,PIX,Cancelado,AM,Norte,Eletrônicos,2025-04-30 11:08:56,2025-05-03 11:08:56,Same-Day,3,,,,0,0.4658992180712424,4.52154,17.900000000000002,2025,3,March,1,2,Wednesday
495,2025-04-22 11:38:16,2809.55,3049.99,0.0929,42.9,Debito,Confirmado,SC,Sul,Eletrônicos,2025-04-17 20:34:46,2025-04-18 20:34:46,Same-Day,1,-4.0,1.0,1.0,1,0.015269349184033028,283.344071,3049.99,2025,4,April,2,1,Tuesday
497,2025-04-14 11:36:16,4129.79,4288.0,0.0469,42.9,Credito,Em Analise,ES,Sudeste,Eletrônicos,2025-05-09 11:50:49,2025-05-11 11:50:49,Same-Day,4,27.0,2.0,1.0,0,0.010387937401175362,201.10719999999998,1072.0,2025,4,April,2,0,Monday
498,2025-02-20 10:23:20,1416.22,1626.57,0.1434,22.9,Boleto,Processando,MG,Sudeste,Eletrônicos,2025-04-24 00:15:30,2025-04-29 00:15:30,Standard,1,67.0,5.0,1.0,0,0.016169804126477522,233.250138,1626.57,2025,2,February,1,3,Thursday
499,2025-05-03 11:05:27,2723.88,2742.13,0.0223,42.9,Credito,Cancelado,SP,Sudeste,Eletrônicos,2025-04-24 23:34:18,2025-04-29 23:34:18,Same-Day,1,,,,0,0.015749592493061366,61.149499000000006,2742.13,2025,5,May,2,5,Saturday
500,2025-05-08 09:31:48,1182.38,1286.97,0.1146,42.9,Debito,Confirmado,MA,Nordeste,Eletrônicos,2025-05-01 03:09:09,2025-05-06 03:09:09,Same-Day,3,-3.0,5.0,1.0,1,0.03628275173801992,147.486762,428.99,2025,5,May,2,3,Thursday
501,2025-05-04 02:35:28,259.1,249.82,0.0949,32.99,Credito,Confirmado,AM,Norte,Eletrônicos,2025-04-25 13:36:34,2025-04-29 13:36:34,Scheduled,2,-5.0,4.0,1.0,1,0.12732535700501738,23.707918,124.91,2025,5,May,2,6,Sunday
502,2025-03-22 20:27:40,2439.21,2742.13,0.1225,32.99,Debito,Em Analise,RR,Norte,Eletrônicos,2025-04-13 03:18:53,2025-04-18 03:18:53,Scheduled,1,26.0,5.0,1.0,0,0.013524870757335368,335.910925,2742.13,2025,3,March,1,5,Saturday
503,2025-05-03 06:27:39,3822.58,3796.0,0.0043,42.9,Credito,Confirmado,RN,Nordeste,Eletrônicos,2025-05-13 09:00:53,2025-05-13 09:00:53,Same-Day,4,10.0,0.0,0.0,1,0.011222786704267799,16.3228,949.0,2025,5,May,2,5,Saturday
504,2025-05-06 15:23:09,525.13,497.97,0.0117,32.99,Credito,Cancelado,MA,Nordeste,Eletrônicos,2025-04-18 14:04:59,2025-04-21 14:04:59,Scheduled,3,,,,0,0.0628225391807743,5.826249000000001,165.99,2025,5,May,2,1,Tuesday
505,2025-03-15 03:34:04,156.59,124.91,0.0105,32.99,Debito,Em Analise,SE,Nordeste,Eletrônicos,2025-04-23 16:34:38,2025-04-25 16:34:38,Scheduled,1,41.0,2.0,1.0,0,0.21067756561721696,1.311555,124.91,2025,3,March,1,5,Saturday
506,2025-04-24 01:46:06,627.83,663.96,0.0889,22.9,PIX,Processando,RS,Sul,Eletrônicos,2025-04-30 23:40:25,2025-05-01 23:40:25,Standard,4,7.0,1.0,1.0,0,0.03647484191580523,59.026044000000006,165.99,2025,4,April,2,3,Thursday
507,2025-03-03 11:43:49,39.18,17.9,0.0904,22.9,Boleto,Processando,SC,Sul,Eletrônicos,2025-04-22 21:02:55,2025-04-23 21:02:55,Standard,1,51.0,1.0,1.0,0,0.5844818785094436,1.6181599999999998,17.9,2025,3,March,1,0,Monday
508,2025-03-20 00:32:20,819.73,899.0,0.1359,42.9,Boleto,Confirmado,PR,Sul,Eletrônicos,2025-04-17 06:20:50,2025-04-19 06:20:50,Same-Day,1,30.0,2.0,1.0,1,0.052334305198053016,122.1741,899.0,2025,3,March,1,3,Thursday
509,2025-04-09 10:12:57,1019.75,1072.0,0.0701,22.9,Debito,Cancelado,PE,Nordeste,Eletrônicos,2025-05-11 04:02:02,2025-05-13 04:02:02,Standard,1,,,,0,0.022456484432458935,75.1472,1072.0,2025,4,April,2,2,Wednesday
510,2025-04-30 02:23:30,1642.97,1626.57,0.0102,32.99,PIX,Confirmado,PI,Nordeste,Eletrônicos,2025-04-26 02:59:24,2025-04-29 02:59:24,Scheduled,1,-1.0,3.0,1.0,1,0.020079490191543363,16.591014,1626.57,2025,4,April,2,2,Wednesday
511,2025-04-09 01:39:31,541.21,524.7,0.0314,32.99,PIX,Confirmado,RS,Sul,Eletrônicos,2025-04-21 15:13:08,2025-04-26 15:13:08,Scheduled,3,17.0,5.0,1.0,1,0.06095600598658561,16.47558,174.9,2025,4,April,2,2,Wednesday
512,2025-04-21 10:04:22,397.18,374.73,0.0012,22.9,PIX,Processando,SC,Sul,Eletrônicos,2025-04-16 19:40:36,2025-04-17 19:40:36,Standard,3,-4.0,1.0,1.0,0,0.05765647817110629,0.44967599999999996,124.91000000000001,2025,4,April,2,0,Monday
513,2025-03-10 08:23:57,996.2,1079.0,0.1165,42.9,Boleto,Cancelado,PR,Sul,Eletrônicos,2025-05-12 01:47:28,2025-05-12 01:47:28,Same-Day,1,,,,0,0.04306364183898815,125.7035,1079.0,2025,3,March,1,0,Monday
514,2025-05-17 10:46:34,123.92,103.6,0.1223,32.99,Debito,Confirmado,PE,Nordeste,Eletrônicos,2025-04-27 07:08:00,2025-05-01 07:08:00,Scheduled,2,-17.0,4.0,1.0,1,0.2662201420271143,12.67028,51.8,2025,5,May,2,5,Saturday
515,2025-04-26 09:30:34,2453.79,2847.0,0.1497,32.99,PIX,Processando,RS,Sul,Eletrônicos,2025-04-27 22:10:15,2025-05-02 22:10:15,Scheduled,3,6.0,5.0,1.0,0,0.013444508291255569,426.1959,949.0,2025,4,April,2,5,Saturday
516,2025-05-05 02:45:24,6774.22,7196.04,0.0618,22.9,Debito,Confirmado,RR,Norte,Eletrônicos,2025-04-29 19:00:43,2025-05-04 19:00:43,Standard,4,-1.0,5.0,1.0,1,0.003380462990573084,444.715272,1799.01,2025,5,May,2,0,Monday
517,2025-03-20 08:40:05,167.45,124.91,0.0029,42.9,Credito,Cancelado,AM,Norte,Eletrônicos,2025-04-20 23:07:02,2025-04-23 23:07:02,Same-Day,1,,,,0,0.25619587936697524,0.362239,124.91,2025,3,March,1,3,Thursday
518,2025-03-12 00:43:17,215.47,199.6,0.0352,22.9,Credito,Em Analise,PE,Nordeste,Eletrônicos,2025-04-20 23:26:26,2025-04-23 23:26:26,Standard,4,42.0,3.0,1.0,0,0.10627929642177565,7.02592,49.9,2025,3,March,1,2,Wednesday
519,2025-05-15 07:10:44,5975.33,6506.28,0.0882,42.9,Boleto,Cancelado,RN,Nordeste,Eletrônicos,2025-04-18 14:00:44,2025-04-20 14:00:44,Same-Day,4,,,,0,0.007179519792212313,573.853896,1626.57,2025,5,May,2,3,Thursday
520,2025-04-30 23:34:43,87.23,51.8,0.1443,42.9,Boleto,Cancelado,SE,Nordeste,Eletrônicos,2025-04-30 10:44:38,2025-04-30 10:44:38,Same-Day,1,,,,0,0.4918032786885245,7.474740000000001,51.8,2025,4,April,2,2,Wednesday
522,2025-04-13 13:44:51,148.74,107.8,0.0182,42.9,Debito,Confirmado,SC,Sul,Eletrônicos,2025-04-23 11:23:58,2025-04-28 11:23:58,Same-Day,2,14.0,5.0,1.0,1,0.28842275110931825,1.9619600000000001,53.9,2025,4,April,2,6,Sunday
523,2025-03-05 12:20:34,177.66,161.7,0.1053,32.99,Debito,Cancelado,RN,Nordeste,Eletrônicos,2025-05-07 06:38:34,2025-05-10 06:38:34,Scheduled,3,,,,0,0.1856917707981538,17.02701,53.9,2025,3,March,1,2,Wednesday
524,2025-04-21 20:47:57,6518.62,7196.04,0.1001,42.9,Boleto,Confirmado,MG,Sudeste,Eletrônicos,2025-04-25 11:44:14,2025-04-26 11:44:14,Same-Day,4,4.0,1.0,1.0,1,0.00658114754349847,720.3236039999999,1799.01,2025,4,April,2,0,Monday
525,2025-02-28 21:23:30,172.46,155.4,0.0376,22.9,PIX,Processando,ES,Sudeste,Eletrônicos,2025-05-06 07:51:01,2025-05-11 07:51:01,Standard,3,71.0,5.0,1.0,0,0.13278441377710773,5.84304,51.800000000000004,2025,2,February,1,4,Friday
526,2025-05-14 05:05:40,8117.61,9208.0,0.122,32.99,PIX,Cancelado,MA,Nordeste,Eletrônicos,2025-04-22 14:34:04,2025-04-23 14:34:04,Scheduled,2,,,,0,0.0040640040603083915,1123.376,4604.0,2025,5,May,2,2,Wednesday
527,2025-02-22 06:40:32,85.65,53.7,0.0193,32.99,Boleto,Confirmado,SP,Sudeste,Eletrônicos,2025-05-11 09:48:49,2025-05-13 09:48:49,Scheduled,3,80.0,2.0,1.0,1,0.38517221249270284,1.03641,17.900000000000002,2025,2,February,1,5,Saturday
528,2025-02-16 17:59:59,3131.25,3598.02,0.1389,32.99,Boleto,Em Analise,RS,Sul,Eletrônicos,2025-04-26 09:04:39,2025-04-29 09:04:39,Scheduled,2,71.0,3.0,1.0,0,0.010535728542914173,499.764978,1799.01,2025,2,February,1,6,Sunday
529,2025-05-07 02:49:34,148.84,129.86,0.0302,22.9,Credito,Processando,AC,Norte,Eletrônicos,2025-05-10 01:57:55,2025-05-10 01:57:55,Standard,1,2.0,0.0,0.0,0,0.1538564901908089,3.9217720000000007,129.86,2025,5,May,2,2,Wednesday
531,2025-03-11 00:20:09,83.96,53.7,0.0509,32.99,Credito,Processando,PR,Sul,Eletrônicos,2025-05-03 06:04:40,2025-05-08 06:04:40,Scheduled,3,58.0,5.0,1.0,0,0.39292520247737023,2.73333,17.900000000000002,2025,3,March,1,1,Tuesday
532,2025-04-11 09:39:54,127.66,107.8,0.0282,22.9,Debito,Em Analise,PE,Nordeste,Eletrônicos,2025-05-13 19:27:08,2025-05-16 19:27:08,Standard,2,35.0,3.0,1.0,0,0.17938273539088204,3.0399599999999998,53.9,2025,4,April,2,4,Friday
533,2025-05-13 00:16:20,751.98,769.9,0.079,42.9,PIX,Confirmado,AP,Norte,Eletrônicos,2025-04-26 22:00:17,2025-04-28 22:00:17,Same-Day,1,-15.0,2.0,1.0,1,0.05704938961142583,60.8221,769.9,2025,5,May,2,1,Tuesday
534,2025-04-04 02:16:40,1562.12,1715.96,0.103,22.9,Credito,Confirmado,PR,Sul,Eletrônicos,2025-04-20 17:49:21,2025-04-22 17:49:21,Standard,4,18.0,2.0,1.0,1,0.014659565206258163,176.74388,428.99,2025,4,April,2,4,Friday
535,2025-05-14 21:18:04,1632.57,1715.96,0.0736,42.9,Boleto,Cancelado,SC,Sul,Eletrônicos,2025-05-15 13:18:25,2025-05-15 13:18:25,Same-Day,4,,,,0,0.026277586872232125,126.294656,428.99,2025,5,May,2,2,Wednesday
536,2025-04-07 17:29:54,200.47,174.9,0.0991,42.9,Credito,Cancelado,RR,Norte,Eletrônicos,2025-05-10 10:01:40,2025-05-14 10:01:40,Same-Day,1,,,,0,0.21399710679902229,17.33259,174.9,2025,4,April,2,0,Monday
537,2025-03-22 00:36:23,438.51,428.99,0.0547,32.99,PIX,Processando,MA,Nordeste,Eletrônicos,2025-04-13 17:21:14,2025-04-18 17:21:14,Scheduled,1,27.0,5.0,1.0,0,0.07523203575745138,23.465753,428.99,2025,3,March,1,5,Saturday
538,2025-03-31 07:31:43,545.4,524.7,0.0042,22.9,Credito,Processando,PR,Sul,Eletrônicos,2025-05-09 06:45:44,2025-05-10 06:45:44,Standard,3,39.0,1.0,1.0,0,0.04198753208654199,2.2037400000000003,174.9,2025,3,March,1,0,Monday
539,2025-02-18 06:59:10,3708.33,4316.0,0.1461,22.9,Debito,Confirmado,MG,Sudeste,Eletrônicos,2025-05-12 01:18:03,2025-05-14 01:18:03,Standard,4,84.0,2.0,1.0,1,0.006175286449695685,630.5676000000001,1079.0,2025,2,February,1,1,Tuesday
540,2025-02-25 16:38:31,503.11,524.7,0.1229,42.9,PIX,Processando,CE,Nordeste,Eletrônicos,2025-04-26 08:53:08,2025-04-29 08:53:08,Same-Day,3,62.0,3.0,1.0,0,0.08526962294528036,64.48563,174.9,2025,2,February,1,1,Tuesday
541,2025-03-17 00:43:02,170.95,149.7,0.011,22.9,Credito,Processando,ES,Sudeste,Eletrônicos,2025-05-03 23:12:06,2025-05-06 23:12:06,Standard,3,50.0,3.0,1.0,0,0.1339572974553963,1.6466999999999998,49.9,2025,3,March,1,0,Monday
542,2025-04-14 08:33:43,135.97,99.8,0.0674,42.9,Boleto,Em Analise,PA,Norte,Eletrônicos,2025-05-01 14:10:28,2025-05-02 14:10:28,Same-Day,2,18.0,1.0,1.0,0,0.31551077443553727,6.72652,49.9,2025,4,April,2,0,Monday
543,2025-03-28 12:58:35,160.38,129.86,0.0953,42.9,Credito,Processando,RR,Norte,Eletrônicos,2025-04-29 06:39:39,2025-05-04 06:39:39,Same-Day,1,36.0,5.0,1.0,0,0.2674897119341564,12.375658000000001,129.86,2025,3,March,1,4,Friday
544,2025-03-09 13:49:34,2798.57,2847.0,0.0286,32.99,Debito,Em Analise,RJ,Sudeste,Eletrônicos,2025-04-21 20:28:23,2025-04-22 20:28:23,Scheduled,3,44.0,1.0,1.0,0,0.011788163240512118,81.4242,949.0,2025,3,March,1,6,Sunday
545,2025-05-09 21:33:52,1665.01,1798.0,0.0867,22.9,Boleto,Processando,ES,Sudeste,Eletrônicos,2025-05-13 18:34:19,2025-05-13 18:34:19,Standard,2,3.0,0.0,0.0,0,0.013753671149122227,155.8866,899.0,2025,5,May,2,4,Friday
546,2025-02-23 03:11:13,4268.67,4604.0,0.08,32.99,Debito,Em Analise,CE,Nordeste,Eletrônicos,2025-05-10 08:59:15,2025-05-11 08:59:15,Scheduled,1,77.0,1.0,1.0,0,0.007728402523502637,368.32,4604.0,2025,2,February,1,6,Sunday
547,2025-02-21 03:31:40,2781.07,2847.0,0.0312,22.9,Boleto,Cancelado,MG,Sudeste,Eletrônicos,2025-04-21 07:14:06,2025-04-23 07:14:06,Standard,3,,,,0,0.008234240777830115,88.82639999999999,949.0,2025,2,February,1,4,Friday
549,2025-04-18 15:40:54,86.35,71.6,0.1138,22.9,Boleto,Cancelado,SC,Sul,Eletrônicos,2025-04-18 02:45:19,2025-04-20 02:45:19,Standard,4,,,,0,0.2651997683844818,8.148079999999998,17.9,2025,4,April,2,4,Friday
550,2025-03-24 21:03:24,94.19,53.9,0.0484,42.9,Credito,Em Analise,MA,Nordeste,Eletrônicos,2025-05-12 03:27:04,2025-05-13 03:27:04,Same-Day,1,49.0,1.0,1.0,0,0.45546236330820683,2.6087599999999997,53.9,2025,3,March,1,0,Monday
551,2025-04-18 00:06:28,522.64,497.97,0.0366,42.9,Boleto,Processando,PR,Sul,Eletrônicos,2025-04-27 23:44:09,2025-04-30 23:44:09,Same-Day,3,12.0,3.0,1.0,0,0.08208326955456911,18.225702000000002,165.99,2025,4,April,2,4,Friday
552,2025-05-01 17:13:05,645.05,699.6,0.1107,22.9,Debito,Processando,BA,Nordeste,Eletrônicos,2025-04-30 22:49:07,2025-04-30 22:49:07,Standard,4,-1.0,0.0,0.0,0,0.03550112394388032,77.44572000000001,174.9,2025,5,May,2,3,Thursday
553,2025-05-09 13:52:31,369.47,389.58,0.1104,22.9,Boleto,Confirmado,AM,Norte,Eletrônicos,2025-04-21 20:32:42,2025-04-23 20:32:42,Standard,3,-16.0,2.0,1.0,1,0.061980675020975984,43.009631999999996,129.85999999999999,2025,5,May,2,4,Friday
554,2025-03-10 19:56:05,444.18,428.99,0.0415,32.99,Debito,Cancelado,SC,Sul,Eletrônicos,2025-05-09 11:54:26,2025-05-11 11:54:26,Scheduled,1,,,,0,0.07427169165653565,17.803085000000003,428.99,2025,3,March,1,0,Monday
555,2025-02-26 20:45:27,69.74,53.9,0.1309,22.9,Boleto,Em Analise,ES,Sudeste,Eletrônicos,2025-05-10 14:40:27,2025-05-12 14:40:27,Standard,1,74.0,2.0,1.0,0,0.32836248924577,7.055509999999999,53.9,2025,2,February,1,2,Wednesday
556,2025-04-02 15:39:52,5867.82,6506.28,0.1032,32.99,Debito,Cancelado,RJ,Sudeste,Eletrônicos,2025-05-02 12:13:39,2025-05-05 12:13:39,Scheduled,4,,,,0,0.005622190183066284,671.448096,1626.57,2025,4,April,2,2,Wednesday
