Order_ID,Order_Date,UF,Region,Category,Subcategory,Quantity,Subtotal,Discount,P_Service,Total,Payment_Method,Purchase_Status,Services,D_Forecast,D_Date
ORD000452,2024-04-12,PA,Norte,Esportes,Equipamentos,1,672.76,0.05,44.92,684.04,Cartão de Crédito,Confirmado,Standard,2024-04-17,2024-04-15
ORD000453,2024-05-08,SP,Sudeste,Livros,Técnicos,1,119.5,0.1,13.78,121.33,Cartão de Débito,Confirmado,Standard,2024-05-15,2024-05-14
ORD000454,2024-10-10,MA,Nordeste,Eletrônicos,Smartwatches,2,9006.19,0.05,13.05,8568.93,Cartão de Crédito,Confirmado,Standard,2024-10-24,2024-10-25
ORD000455,2024-03-04,PR,Sul,Eletrônicos,Notebooks,1,1957.19,0.0,29.51,1986.7,Cartão de Crédito,Confirmado,Standard,2024-03-10,2024-03-08
ORD000456,2024-05-19,PE,Nordeste,Esportes,Equipamentos,1,797.77,0.0,17.93,815.7,Cartão de Crédito,Confirmado,Standard,2024-06-01,2024-06-02
ORD000457,2024-08-11,RJ,Sudeste,Moda,Calçados,1,267.22,0.0,54.63,321.85,Boleto,Cancelado,Same-Day,2024-08-11,
ORD000458,2024-06-27,MA,Nordeste,Eletrônicos,Fones de Ouvido,2,4580.96,0.0,13.96,4594.92,Cartão de Crédito,Confirmado,Standard,2024-07-06,2024-07-05
ORD000459,2024-01-28,BA,Nordeste,Esportes,Suplementos,2,1312.3,0.0,64.61,1376.91,PIX,Confirmado,Scheduled,2024-02-04,2024-02-17
ORD000460,2024-04-30,BA,Nordeste,Eletrônicos,Tablets,2,3770.98,0.0,22.89,3793.87,PIX,Confirmado,Standard,2024-05-09,2024-05-10
ORD000461,2024-04-24,SP,Sudeste,Casa e Decoração,Móveis,1,342.77,0.0,37.08,379.85,PIX,Confirmado,Standard,2024-04-29,2024-05-02
ORD000462,2024-06-20,PA,Norte,Moda,Calças,1,274.54,0.1,24.24,271.32,Cartão de Crédito,Confirmado,Standard,2024-06-29,2024-06-30
ORD000463,2024-01-20,PR,Sul,Livros,Não-ficção,1,92.07,0.0,74.72,166.79,PIX,Confirmado,Same-Day,2024-01-20,2024-01-20
ORD000464,2024-08-28,PE,Nordeste,Esportes,Roupas Esportivas,1,475.19,0.0,22.37,497.56,Cartão de Crédito,Confirmado,Standard,2024-09-08,2024-09-08
ORD000465,2024-02-10,SP,Sudeste,Casa e Decoração,Utensílios,1,1975.94,0.0,49.84,2025.78,Boleto,Cancelado,Scheduled,2024-02-14,
ORD000466,2024-03-17,CE,Nordeste,Esportes,Calçados,1,423.05,0.0,46.45,469.5,PIX,Confirmado,Scheduled,2024-03-23,2024-03-23
ORD000467,2024-08-04,RJ,Sudeste,Casa e Decoração,Utensílios,1,327.17,0.0,51.3,378.47,Cartão de Débito,Confirmado,Same-Day,2024-08-04,2024-08-05
ORD000468,2024-06-03,RJ,Sudeste,Eletrônicos,Notebooks,1,615.6,0.0,35.5,651.1,Cartão de Crédito,Confirmado,Standard,2024-06-17,2024-06-17
ORD000469,2024-08-02,GO,Centro-Oeste,Esportes,Acessórios,1,424.51,0.0,12.88,437.39,Cartão de Crédito,Confirmado,Standard,2024-08-13,2024-08-12
ORD000470,2024-02-02,RJ,Sudeste,Livros,HQs,2,116.87,0.0,21.98,138.85,Boleto,Confirmado,Standard,2024-02-07,2024-02-19
ORD000471,2024-10-01,SP,Sudeste,Esportes,Calçados,1,499.85,0.0,23.99,523.84,Cartão de Crédito,Confirmado,Standard,2024-10-08,2024-10-17
ORD000472,2024-05-03,ES,Sudeste,Moda,Vestidos,1,192.1,0.05,46.57,229.06,PIX,Confirmado,Same-Day,2024-05-03,2024-05-05
ORD000473,2024-08-07,SP,Sudeste,Esportes,Suplementos,1,301.21,0.0,45.9,347.11,Boleto,Confirmado,Same-Day,2024-08-07,2024-08-08
ORD000474,2024-05-03,DF,Centro-Oeste,Livros,Não-ficção,1,64.11,0.0,43.93,108.04,Cartão de Crédito,Confirmado,Standard,2024-05-15,2024-05-25
ORD000475,2024-02-13,CE,Nordeste,Casa e Decoração,Móveis,1,835.82,0.0,15.4,851.22,PIX,Cancelado,Standard,2024-02-23,
ORD000476,2024-09-26,CE,Nordeste,Esportes,Calçados,1,177.46,0.0,33.49,210.95,Cartão de Crédito,Confirmado,Standard,2024-10-01,2024-09-29
ORD000477,2024-10-10,SP,Sudeste,Livros,Infantis,1,107.83,0.0,16.45,124.28,Cartão de Crédito,Confirmado,Standard,2024-10-17,2024-10-18
ORD000478,2024-01-23,GO,Centro-Oeste,Livros,Técnicos,1,124.39,0.0,40.96,165.35,Cartão de Crédito,Confirmado,Standard,2024-01-30,2024-01-30
ORD000479,2024-05-09,ES,Sudeste,Eletrônicos,Tablets,1,2171.96,0.0,24.1,2196.06,Boleto,Confirmado,Standard,2024-05-19,2024-05-20
ORD000480,2024-02-04,SC,Sul,Moda,Camisetas,1,462.1,0.0,30.35,492.45,Cartão de Crédito,Cancelado,Standard,2024-02-18,
ORD000481,2024-10-24,ES,Sudeste,Casa e Decoração,Utensílios,1,436.59,0.0,25.49,462.08,Boleto,Cancelado,Standard,2024-11-06,
ORD000482,2024-01-23,SC,Sul,Esportes,Suplementos,1,724.45,0.05,20.26,708.48,PIX,Confirmado,Standard,2024-01-28,2024-01-26
ORD000483,2024-03-30,AM,Norte,Livros,Infantis,1,77.18,0.0,36.38,113.56,Cartão de Débito,Confirmado,Standard,2024-04-08,2024-04-22
ORD000484,2024-04-03,PA,Norte,Moda,Camisetas,1,248.52,0.0,15.66,264.18,Cartão de Crédito,Cancelado,Standard,2024-04-17,
ORD000485,2024-08-22,SP,Sudeste,Casa e Decoração,Utensílios,1,1590.37,0.0,33.94,1624.31,Boleto,Confirmado,Scheduled,2024-08-31,2024-08-30
ORD000486,2024-01-23,PA,Norte,Moda,Camisetas,1,133.18,0.0,73.02,206.2,Cartão de Crédito,Confirmado,Same-Day,2024-01-23,2024-01-23
ORD000487,2024-06-10,MA,Nordeste,Casa e Decoração,Têxtil,1,123.45,0.05,36.32,153.6,Cartão de Crédito,Confirmado,Standard,2024-06-17,2024-06-21
ORD000488,2024-07-22,AM,Norte,Esportes,Acessórios,1,684.19,0.0,15.78,699.97,Boleto,Confirmado,Standard,2024-08-04,2024-08-02
ORD000489,2024-05-09,SP,Sudeste,Moda,Vestidos,2,202.19,0.05,75.14,267.22,Boleto,Confirmado,Same-Day,2024-05-09,2024-05-10
ORD000490,2024-07-01,AM,Norte,Eletrônicos,Tablets,1,4289.74,0.0,17.95,4307.69,Cartão de Crédito,Confirmado,Standard,2024-07-14,2024-07-14
ORD000491,2024-05-19,RJ,Sudeste,Casa e Decoração,Iluminação,1,1980.06,0.1,21.46,1803.51,Boleto,Confirmado,Standard,2024-06-01,2024-06-02
ORD000492,2024-07-23,ES,Sudeste,Livros,Infantis,1,73.4,0.0,20.06,93.46,Cartão de Crédito,Confirmado,Standard,2024-07-30,2024-08-09
ORD000493,2024-06-22,MG,Sudeste,Livros,Infantis,1,114.73,0.0,12.91,127.64,Cartão de Crédito,Confirmado,Standard,2024-06-28,2024-06-26
ORD000494,2024-07-07,MA,Nordeste,Esportes,Suplementos,2,844.13,0.0,26.65,870.78,PIX,Cancelado,Standard,2024-07-16,
ORD000495,2024-02-12,ES,Sudeste,Livros,Ficção,3,328.05,0.05,28.92,340.56,PIX,Confirmado,Standard,2024-02-24,2024-02-26
ORD000496,2024-08-08,DF,Centro-Oeste,Moda,Acessórios,1,414.71,0.05,28.22,422.2,Cartão de Crédito,Confirmado,Standard,2024-08-17,2024-08-16
ORD000497,2024-05-30,SC,Sul,Eletrônicos,Smartphones,1,3435.24,0.0,27.06,3462.3,Cartão de Crédito,Confirmado,Standard,2024-06-06,2024-06-05
ORD000498,2024-06-16,GO,Centro-Oeste,Casa e Decoração,Decoração,1,121.05,0.0,15.21,136.26,Cartão de Crédito,Confirmado,Standard,2024-06-23,2024-06-23
ORD000499,2024-08-16,DF,Centro-Oeste,Livros,Não-ficção,1,111.09,0.1,19.05,119.03,PIX,Confirmado,Standard,2024-08-22,2024-08-22
ORD000500,2024-08-15,SC,Sul,Livros,Ficção,1,23.28,0.05,17.83,39.94,PIX,Confirmado,Standard,2024-08-24,2024-08-28
ORD000501,2024-06-29,DF,Centro-Oeste,Livros,Técnicos,1,36.97,0.0,18.85,55.82,PIX,Confirmado,Scheduled,2024-07-03,2024-07-02
ORD000502,2024-01-30,RJ,Sudeste,Livros,Técnicos,1,138.04,0.0,13.14,151.18,Cartão de Crédito,Confirmado,Standard,2024-02-04,2024-02-03
ORD000503,2024-09-19,PA,Norte,Moda,Camisetas,1,371.49,0.0,38.04,409.53,Cartão de Crédito,Confirmado,Standard,2024-09-25,2024-09-27
ORD000504,2024-03-14,AM,Norte,Esportes,Acessórios,2,1062.83,0.0,22.97,1085.8,Cartão de Crédito,Confirmado,Standard,2024-03-26,2024-03-25
ORD000505,2024-01-18,MG,Sudeste,Eletrônicos,Notebooks,1,2461.98,0.0,34.95,2496.93,Cartão de Crédito,Confirmado,Standard,2024-02-01,2024-02-02
ORD000506,2024-07-06,SC,Sul,Livros,HQs,1,95.27,0.0,21.62,116.89,PIX,Confirmado,Standard,2024-07-20,2024-07-27
ORD000507,2024-01-17,DF,Centro-Oeste,Moda,Calçados,1,300.83,0.0,81.73,382.56,PIX,Confirmado,Same-Day,2024-01-17,2024-01-18
ORD000508,2024-07-08,SC,Sul,Livros,Ficção,2,114.68,0.0,36.92,151.6,Cartão de Crédito,Confirmado,Standard,2024-07-22,2024-07-26
ORD000509,2024-10-20,MG,Sudeste,Esportes,Suplementos,1,379.71,0.1,25.37,367.11,PIX,Cancelado,Standard,2024-10-31,
ORD000510,2024-07-22,SC,Sul,Casa e Decoração,Utensílios,1,1955.47,0.1,33.46,1793.38,PIX,Confirmado,Standard,2024-07-28,2024-07-28
ORD000511,2024-02-28,SP,Sudeste,Moda,Calçados,1,108.82,0.05,16.2,119.58,Boleto,Confirmado,Standard,2024-03-05,2024-03-06
ORD000512,2024-09-22,BA,Nordeste,Esportes,Roupas Esportivas,1,616.55,0.0,20.75,637.3,PIX,Confirmado,Standard,2024-09-30,2024-10-04
ORD000513,2024-05-14,PA,Norte,Casa e Decoração,Iluminação,2,3608.58,0.0,36.64,3645.22,Cartão de Crédito,Confirmado,Scheduled,2024-05-23,2024-05-23
ORD000514,2024-04-19,DF,Centro-Oeste,Casa e Decoração,Iluminação,1,572.23,0.05,28.14,571.75,PIX,Confirmado,Scheduled,2024-04-23,2024-04-22
ORD000515,2024-04-12,RJ,Sudeste,Moda,Camisetas,2,721.29,0.0,25.02,746.31,Boleto,Confirmado,Standard,2024-04-19,2024-04-20
ORD000516,2024-08-19,MG,Sudeste,Livros,Ficção,2,248.62,0.0,26.51,275.13,PIX,Confirmado,Scheduled,2024-08-24,2024-09-03
ORD000517,2024-06-12,GO,Centro-Oeste,Casa e Decoração,Móveis,1,1731.16,0.05,70.27,1714.87,Cartão de Crédito,Confirmado,Same-Day,2024-06-12,2024-06-13
ORD000518,2024-10-08,CE,Nordeste,Casa e Decoração,Decoração,3,5200.17,0.0,20.59,5220.76,PIX,Confirmado,Standard,2024-10-13,2024-10-14
ORD000519,2024-03-21,ES,Sudeste,Moda,Vestidos,1,310.02,0.0,79.06,389.08,Cartão de Débito,Cancelado,Same-Day,2024-03-21,
ORD000520,2024-09-17,RS,Sul,Eletrônicos,Notebooks,1,2310.01,0.05,19.97,2214.48,Cartão de Crédito,Confirmado,Scheduled,2024-09-21,2024-09-20
ORD000521,2024-03-12,RS,Sul,Livros,Ficção,1,62.39,0.0,23.16,85.55,PIX,Confirmado,Scheduled,2024-03-19,2024-03-20
ORD000522,2024-07-03,CE,Nordeste,Esportes,Suplementos,1,783.86,0.2,29.58,656.67,Cartão de Crédito,Confirmado,Scheduled,2024-07-11,2024-07-10
ORD000523,2024-08-27,PA,Norte,Esportes,Equipamentos,1,200.57,0.0,29.22,229.79,Cartão de Crédito,Confirmado,Standard,2024-09-02,2024-09-01
ORD000524,2024-02-14,RJ,Sudeste,Casa e Decoração,Iluminação,1,1751.43,0.0,34.53,1785.96,PIX,Confirmado,Standard,2024-02-19,2024-02-20
ORD000525,2024-09-02,CE,Nordeste,Livros,Infantis,1,53.36,0.0,36.25,89.61,Cartão de Débito,Confirmado,Standard,2024-09-10,2024-09-10
ORD000526,2024-10-21,RJ,Sudeste,Moda,Vestidos,1,74.63,0.0,10.01,84.64,Cartão de Débito,Cancelado,Standard,2024-10-31,
ORD000527,2024-02-07,PE,Nordeste,Livros,HQs,1,126.89,0.05,52.39,172.94,Cartão de Crédito,Confirmado,Scheduled,2024-02-13,2024-02-12
ORD000528,2024-06-25,MG,Sudeste,Esportes,Calçados,1,132.56,0.05,32.48,158.41,Cartão de Débito,Confirmado,Standard,2024-07-01,2024-06-30
ORD000529,2024-04-03,PA,Norte,Moda,Calçados,1,173.53,0.0,41.82,215.35,PIX,Confirmado,Standard,2024-04-08,2024-04-11
ORD000530,2024-09-14,MA,Nordeste,Eletrônicos,Smartphones,1,3522.14,0.0,44.51,3566.65,Cartão de Crédito,Confirmado,Standard,2024-09-24,2024-09-22
ORD000531,2024-09-22,MG,Sudeste,Casa e Decoração,Utensílios,1,1784.35,0.1,26.04,1631.96,PIX,Confirmado,Standard,2024-10-06,2024-10-06
ORD000532,2024-03-23,SC,Sul,Moda,Vestidos,2,116.45,0.0,48.3,164.75,Cartão de Crédito,Confirmado,Scheduled,2024-04-01,2024-04-01
ORD000533,2024-09-22,MA,Nordeste,Casa e Decoração,Móveis,1,216.71,0.0,51.12,267.83,PIX,Confirmado,Standard,2024-10-06,2024-10-06
ORD000534,2024-05-08,RS,Sul,Esportes,Suplementos,1,324.31,0.2,30.22,289.67,PIX,Confirmado,Standard,2024-05-15,2024-05-15
ORD000535,2024-03-05,GO,Centro-Oeste,Casa e Decoração,Têxtil,1,719.94,0.05,39.53,723.47,Cartão de Crédito,Confirmado,Standard,2024-03-10,2024-03-08
ORD000536,2024-09-30,RJ,Sudeste,Esportes,Equipamentos,1,180.08,0.0,13.47,193.55,PIX,Confirmado,Standard,2024-10-05,2024-10-08
ORD000537,2024-10-30,DF,Centro-Oeste,Moda,Calças,1,491.36,0.0,53.17,544.53,PIX,Confirmado,Scheduled,2024-11-04,2024-11-06
ORD000538,2024-06-21,AM,Norte,Esportes,Roupas Esportivas,1,303.42,0.05,80.96,369.21,Cartão de Crédito,Confirmado,Same-Day,2024-06-21,2024-06-21
ORD000539,2024-01-15,RJ,Sudeste,Eletrônicos,Smartwatches,1,1492.29,0.15,17.83,1286.28,Cartão de Débito,Confirmado,Standard,2024-01-23,2024-01-24
ORD000540,2024-05-15,GO,Centro-Oeste,Moda,Acessórios,1,102.12,0.0,60.95,163.07,Boleto,Confirmado,Same-Day,2024-05-15,
ORD000541,2024-08-01,DF,Centro-Oeste,Eletrônicos,Fones de Ouvido,1,3324.51,0.0,51.83,3376.34,PIX,Confirmado,Scheduled,2024-08-05,2024-08-18
ORD000542,2024-10-06,PR,Sul,Casa e Decoração,Iluminação,1,736.1,0.0,14.46,750.56,Boleto,Cancelado,Standard,2024-10-11,
ORD000543,2024-05-05,PA,Norte,Livros,Técnicos,3,226.14,0.0,49.39,275.53,Boleto,Confirmado,Standard,2024-05-10,2024-05-10
ORD000544,2024-08-20,RJ,Sudeste,Eletrônicos,Notebooks,1,4104.22,0.0,27.0,4131.22,PIX,Confirmado,Scheduled,2024-08-29,2024-08-29
ORD000545,2024-08-13,BA,Nordeste,Livros,Infantis,1,27.25,0.0,16.14,43.39,Cartão de Crédito,Confirmado,Standard,2024-08-18,2024-08-16
ORD000546,2024-04-14,SC,Sul,Esportes,Equipamentos,1,84.35,0.0,37.78,122.13,Cartão de Crédito,Cancelado,Standard,2024-04-26,
ORD000547,2024-06-09,AM,Norte,Casa e Decoração,Decoração,1,1457.92,0.0,16.16,1474.08,PIX,Confirmado,Standard,2024-06-17,2024-06-23
ORD000548,2024-07-23,MG,Sudeste,Casa e Decoração,Têxtil,2,964.8,0.0,25.06,989.86,Boleto,Confirmado,Standard,2024-08-05,2024-08-05
ORD000549,2024-10-14,RJ,Sudeste,Casa e Decoração,Utensílios,1,983.57,0.05,29.83,964.22,Cartão de Crédito,Cancelado,Scheduled,2024-10-18,
ORD000550,2024-08-26,RJ,Sudeste,Casa e Decoração,Iluminação,1,1675.83,0.1,18.98,1527.23,Cartão de Crédito,Confirmado,Standard,2024-09-02,2024-09-02
ORD000551,2024-05-06,MG,Sudeste,Eletrônicos,Smartphones,3,12744.65,0.05,20.18,12127.6,Boleto,Confirmado,Standard,2024-05-16,2024-05-14
ORD000552,2024-05-28,BA,Nordeste,Esportes,Acessórios,1,94.42,0.0,31.1,125.52,Boleto,Confirmado,Standard,2024-06-08,2024-06-11
ORD000553,2024-05-07,AM,Norte,Moda,Vestidos,1,100.78,0.0,27.84,128.62,Cartão de Crédito,Confirmado,Standard,2024-05-21,2024-05-26
ORD000554,2024-10-22,ES,Sudeste,Casa e Decoração,Utensílios,1,1806.11,0.05,23.4,1739.21,Cartão de Crédito,Confirmado,Standard,2024-10-30,2024-10-29
ORD000555,2024-03-22,PE,Nordeste,Esportes,Acessórios,1,783.64,0.0,74.79,858.43,Cartão de Crédito,Confirmado,Same-Day,2024-03-22,2024-03-23
ORD000556,2024-09-12,MA,Nordeste,Casa e Decoração,Iluminação,2,2863.29,0.0,49.53,2912.82,Boleto,Confirmado,Standard,2024-09-20,2024-09-21
ORD000557,2024-01-12,RJ,Sudeste,Livros,HQs,1,129.47,0.0,26.66,156.13,Boleto,Confirmado,Standard,2024-01-21,2024-01-22
ORD000558,2024-08-22,RS,Sul,Moda,Acessórios,1,210.24,0.0,66.99,277.23,PIX,Confirmado,Same-Day,2024-08-22,2024-08-22
ORD000559,2024-06-29,SP,Sudeste,Eletrônicos,Tablets,1,1452.86,0.0,35.74,1488.6,PIX,Confirmado,Standard,2024-07-10,2024-07-14
ORD000560,2024-09-10,DF,Centro-Oeste,Livros,Técnicos,1,45.07,0.0,38.58,83.65,PIX,Confirmado,Same-Day,2024-09-10,2024-09-10
ORD000561,2024-10-01,SP,Sudeste,Eletrônicos,Fones de Ouvido,1,3202.62,0.0,39.09,3241.71,PIX,Cancelado,Standard,2024-10-06,
ORD000562,2024-03-09,MA,Nordeste,Casa e Decoração,Decoração,1,1470.15,0.0,13.97,1484.12,Cartão de Crédito,Confirmado,Standard,2024-03-23,2024-03-21
ORD000563,2024-07-25,SC,Sul,Eletrônicos,Fones de Ouvido,2,7552.11,0.0,49.28,7601.39,Boleto,Cancelado,Same-Day,2024-07-25,
ORD000564,2024-01-27,DF,Centro-Oeste,Esportes,Equipamentos,2,1239.93,0.0,40.48,1280.41,Cartão de Crédito,Confirmado,Standard,2024-02-10,2024-02-12
ORD000565,2024-07-04,CE,Nordeste,Casa e Decoração,Móveis,1,1738.73,0.1,14.94,1579.8,Boleto,Confirmado,Standard,2024-07-11,2024-07-12
ORD000566,2024-07-16,CE,Nordeste,Livros,HQs,1,63.84,0.0,31.54,95.38,PIX,Confirmado,Standard,2024-07-24,2024-07-28
ORD000567,2024-05-23,AM,Norte,Esportes,Calçados,1,162.25,0.05,51.27,205.41,Cartão de Crédito,Confirmado,Standard,2024-06-05,2024-06-04
ORD000568,2024-03-01,MG,Sudeste,Eletrônicos,Fones de Ouvido,1,2222.97,0.0,23.78,2246.75,Cartão de Crédito,Confirmado,Scheduled,2024-03-07,2024-03-06
ORD000569,2024-07-10,PA,Norte,Casa e Decoração,Têxtil,1,757.77,0.0,47.51,805.28,Cartão de Crédito,Confirmado,Standard,2024-07-15,2024-07-29
ORD000570,2024-07-06,PA,Norte,Moda,Calças,1,304.09,0.0,46.08,350.17,PIX,Confirmado,Standard,2024-07-20,2024-07-22
ORD000571,2024-09-17,BA,Nordeste,Esportes,Roupas Esportivas,1,202.23,0.0,19.7,221.93,Boleto,Confirmado,Standard,2024-09-27,2024-09-25
ORD000572,2024-01-24,SP,Sudeste,Moda,Vestidos,1,149.14,0.0,75.31,224.45,PIX,Confirmado,Same-Day,2024-01-24,2024-01-28
ORD000573,2024-08-30,CE,Nordeste,Livros,Não-ficção,1,30.36,0.1,17.92,45.25,Boleto,Confirmado,Standard,2024-09-08,2024-09-08
ORD000574,2024-09-20,MG,Sudeste,Casa e Decoração,Têxtil,1,1808.57,,16.05,1824.62,Cartão de Débito,Confirmado,Standard,2024-09-27,2024-09-28
ORD000575,2024-06-12,MG,Sudeste,Livros,HQs,1,40.13,0.0,38.33,78.46,Cartão de Débito,Confirmado,Standard,2024-06-17,2024-06-29
ORD000576,2024-06-02,DF,Centro-Oeste,Casa e Decoração,Têxtil,3,1474.23,0.0,48.79,1523.02,PIX,Confirmado,Scheduled,2024-06-08,2024-06-06
ORD000577,2024-09-17,CE,Nordeste,Livros,HQs,1,59.24,0.0,37.75,96.99,Boleto,Confirmado,Standard,2024-09-23,2024-10-04
ORD000578,2024-06-02,PE,Nordeste,Eletrônicos,Tablets,1,4736.0,0.0,32.04,4768.04,Cartão de Crédito,Confirmado,Scheduled,2024-06-09,2024-06-23
ORD000579,2024-06-18,GO,Centro-Oeste,Eletrônicos,Fones de Ouvido,1,646.03,0.0,18.99,665.02,Cartão de Crédito,Cancelado,Standard,2024-06-24,
ORD000580,2024-10-25,PR,Sul,Eletrônicos,Smartwatches,1,711.47,0.0,28.87,740.34,Boleto,Cancelado,Standard,2024-11-01,
ORD000581,2024-08-30,PR,Sul,Esportes,Calçados,1,470.65,0.0,24.68,495.33,Cartão de Crédito,Confirmado,Standard,2024-09-13,2024-09-21
ORD000582,2024-04-26,ES,Sudeste,Eletrônicos,Smartwatches,1,1849.68,0.0,22.0,1871.68,Cartão de Crédito,Confirmado,Standard,2024-05-10,2024-05-09
ORD000583,2024-09-02,MG,Sudeste,Esportes,Calçados,1,510.42,0.0,50.54,560.96,Boleto,Confirmado,Same-Day,2024-09-02,2024-09-02
ORD000584,2024-07-13,MG,Sudeste,Moda,Camisetas,1,408.83,0.05,25.43,413.82,PIX,Confirmado,Standard,2024-07-27,2024-07-27
ORD000585,2024-10-20,ES,Sudeste,Eletrônicos,Notebooks,1,3728.13,0.1,24.26,3379.58,PIX,Confirmado,Standard,2024-10-26,2024-10-29
ORD000586,2024-01-10,PE,Nordeste,Casa e Decoração,Iluminação,1,911.03,0.0,95.81,1006.84,Cartão de Crédito,Confirmado,Same-Day,2024-01-10,2024-01-10
ORD000587,2024-03-18,BA,Nordeste,Moda,Calçados,1,487.33,0.0,46.46,533.79,Cartão de Crédito,Confirmado,Standard,2024-03-26,2024-03-27
ORD000588,2024-09-13,PA,Norte,Esportes,Acessórios,1,780.75,0.0,27.66,808.41,PIX,Confirmado,Standard,2024-09-27,2024-09-27
ORD000589,2024-02-01,ES,Sudeste,Moda,Acessórios,1,451.01,0.05,16.76,445.22,Cartão de Crédito,Confirmado,Scheduled,2024-02-10,2024-02-09
ORD000590,2024-04-16,CE,Nordeste,Casa e Decoração,Iluminação,1,174.79,0.05,31.24,197.29,Boleto,Confirmado,Standard,2024-04-23,2024-04-24
ORD000591,2024-09-26,BA,Nordeste,Casa e Decoração,Utensílios,1,312.68,0.0,103.13,415.81,Cartão de Crédito,Confirmado,Same-Day,2024-09-26,2024-10-07
ORD000592,2024-08-23,MA,Nordeste,Esportes,Suplementos,1,321.79,0.1,42.66,332.27,Cartão de Crédito,Confirmado,Scheduled,2024-08-29,2024-08-27
ORD000593,2024-10-06,SC,Sul,Casa e Decoração,Têxtil,1,1201.68,0.0,39.96,1241.64,Cartão de Crédito,Confirmado,Standard,2024-10-19,2024-10-17
ORD000594,2024-09-04,RS,Sul,Moda,Vestidos,1,247.8,0.0,12.61,260.41,Cartão de Crédito,Cancelado,Standard,2024-09-15,
ORD000595,2024-10-12,PR,Sul,Moda,Vestidos,1,226.81,0.0,61.26,288.07,Cartão de Débito,Confirmado,Same-Day,2024-10-12,2024-10-12
ORD000596,2024-05-27,ES,Sudeste,Moda,Calçados,1,482.34,0.0,23.5,505.84,PIX,Confirmado,Standard,2024-06-07,2024-06-09
ORD000597,2024-06-11,PE,Nordeste,Casa e Decoração,Têxtil,1,1122.62,0.0,51.12,1173.74,PIX,Confirmado,Standard,2024-06-23,2024-06-24
ORD000598,2024-05-20,PR,Sul,Eletrônicos,Smartwatches,1,2947.04,0.0,36.4,2983.44,Cartão de Crédito,Confirmado,Scheduled,2024-05-25,2024-05-23
ORD000599,2024-10-05,BA,Nordeste,Livros,Técnicos,1,65.1,0.05,43.97,105.82,Boleto,Confirmado,Standard,2024-10-13,2024-10-11
ORD000600,2024-03-15,PR,Sul,Eletrônicos,Tablets,1,3877.69,0.0,15.46,3893.15,Boleto,Cancelado,Standard,2024-03-21,
ORD000601,2024-02-10,SC,Sul,Livros,Técnicos,2,210.13,0.0,37.77,247.9,PIX,Confirmado,Standard,2024-02-20,2024-02-18
ORD000602,2024-09-02,RS,Sul,Moda,Acessórios,1,440.18,0.15,23.67,397.82,Cartão de Crédito,Confirmado,Scheduled,2024-09-08,2024-09-09
ORD000603,2024-05-18,MA,Nordeste,Esportes,Suplementos,1,311.12,0.0,41.72,352.84,Cartão de Crédito,Confirmado,Standard,2024-05-30,2024-05-30
ORD000604,2024-03-11,RJ,Sudeste,Esportes,Calçados,1,307.26,0.0,19.28,326.54,Cartão de Débito,Confirmado,Standard,2024-03-25,2024-03-26
ORD000605,2024-05-02,RS,Sul,Eletrônicos,Smartwatches,1,4925.03,0.0,60.37,4985.4,Cartão de Crédito,Confirmado,Same-Day,2024-05-02,2024-05-02
ORD000606,2024-04-25,GO,Centro-Oeste,Moda,Camisetas,1,493.92,0.0,37.89,531.81,Cartão de Crédito,Confirmado,Standard,2024-05-02,2024-05-01
ORD000607,2024-02-21,BA,Nordeste,Casa e Decoração,Iluminação,1,326.14,0.0,22.91,349.05,PIX,Confirmado,Standard,2024-03-04,2024-03-03
ORD000608,2024-02-21,GO,Centro-Oeste,Moda,Camisetas,1,392.15,0.0,15.6,407.75,PIX,Confirmado,Standard,2024-02-28,2024-02-29
ORD000609,2024-10-08,MA,Nordeste,Moda,Calçados,1,186.48,0.0,29.86,216.34,Cartão de Crédito,Confirmado,Standard,2024-10-18,2024-10-19
ORD000610,2024-08-31,PE,Nordeste,Moda,Vestidos,1,154.58,0.2,53.68,177.35,Cartão de Crédito,Confirmado,Same-Day,2024-08-31,2024-08-31
ORD000611,2024-06-13,PR,Sul,Eletrônicos,Smartphones,1,4152.32,0.0,64.65,4216.97,Cartão de Débito,Confirmado,Same-Day,2024-06-13,2024-06-14
ORD000612,2024-10-20,RS,Sul,Esportes,Roupas Esportivas,1,462.67,0.0,27.08,489.75,Cartão de Crédito,Confirmado,Standard,2024-11-03,2024-11-03
ORD000613,2024-03-30,BA,Nordeste,Moda,Camisetas,1,128.37,0.05,14.06,136.01,Cartão de Crédito,Confirmado,Standard,2024-04-09,2024-04-10
ORD000614,2024-07-22,PA,Norte,Livros,Não-ficção,1,104.82,0.0,24.62,129.44,Cartão de Crédito,Confirmado,Standard,2024-08-02,2024-08-01
ORD000615,2024-05-28,MA,Nordeste,Eletrônicos,Smartphones,2,3716.2,0.0,14.51,3730.71,Cartão de Crédito,Confirmado,Standard,2024-06-02,2024-06-02
ORD000616,2024-06-01,DF,Centro-Oeste,Esportes,Roupas Esportivas,2,522.6,0.0,35.72,558.32,Cartão de Crédito,Confirmado,Scheduled,2024-06-06,2024-06-05
ORD000617,2024-06-20,PR,Sul,Livros,HQs,1,48.64,0.0,25.73,74.37,PIX,Confirmado,Standard,2024-06-29,2024-06-27
